standard_id,user_id,codesample_id,date,start_time,tss,ph,do,orp,conductivity,tds,temperatur,salinity,turbidity,tl_wall,tl_tsf,water_condition,water_color,odor,rain,rain_during_sampling,oil_layer,source_pollution,sampler,cyanide,level,lvl_lgr,debit_s,debit_d
1,1,1,2016-02-01,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-02-02,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-02-03,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-02-04,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-02-05,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-02-06,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-02-07,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-02-08,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-02-09,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-02-10,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-02-11,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-02-12,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-02-13,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-02-14,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-02-15,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-02-16,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-02-17,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-02-18,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-02-19,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-02-20,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-02-21,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-02-22,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-02-23,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-02-24,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-02-25,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-02-26,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-02-27,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-02-28,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-02-29,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-03-01,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-03-02,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-03-03,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-03-04,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-03-05,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-03-06,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-03-07,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-03-08,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-03-09,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-03-10,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-03-11,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-03-12,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-03-13,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-03-14,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-03-15,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-03-16,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-03-17,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-03-18,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-03-19,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-03-20,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-03-21,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-03-22,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-03-23,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-03-24,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-03-25,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-03-26,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-03-27,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-03-28,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-03-29,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-03-30,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-03-31,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-04-01,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-04-02,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-04-03,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-04-04,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-04-05,8:20 AM,48,6.8,6.5,254,312,207,30,0,0,0,0,Surut,Keruh,Ya,YA,Tidak,Tidak,error,RH/CR/RT/BK,0,0,0,0,0
1,1,1,2016-04-06,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-04-07,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-04-08,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-04-09,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-04-10,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-04-11,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-04-12,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-04-13,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-04-14,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-04-15,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-04-16,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-04-17,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-04-18,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-04-19,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-04-20,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-04-21,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-04-22,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-04-23,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-04-24,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-04-25,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-04-26,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-04-27,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-04-28,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-04-29,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-04-30,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-05-01,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-05-02,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-05-03,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-05-04,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-05-05,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-05-06,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-05-07,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-05-08,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-05-09,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-05-10,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-05-11,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-05-12,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-05-13,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-05-14,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-05-15,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-05-16,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-05-17,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-05-18,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-05-19,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-05-20,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-05-21,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-05-22,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-05-23,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-05-24,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-05-25,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-05-26,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-05-27,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-05-28,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-05-29,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-05-30,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-05-31,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-06-01,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-06-02,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-06-03,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-06-04,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-06-05,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-06-06,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-06-07,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-06-08,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-06-09,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-06-10,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-06-11,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-06-12,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-06-13,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-06-14,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-06-15,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-06-16,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-06-17,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-06-18,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-06-19,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-06-20,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-06-21,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-06-22,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-06-23,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-06-24,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-06-25,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-06-26,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-06-27,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-06-28,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-06-29,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-06-30,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-07-01,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-07-02,8:30 AM,8,7.5,6.9,285,382,249,29.8,0,0,0,0,Surut,Agak Keruh,Ya,Tidak,Tidak,Tidak,Arearen Area,RT/RH/BK,0,0,0,0,0
1,1,1,2016-07-03,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-07-04,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-07-05,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-07-06,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-07-07,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-07-08,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-07-09,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-07-10,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-07-11,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-07-12,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-07-13,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-07-14,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-07-15,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-07-16,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-07-17,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-07-18,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-07-19,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-07-20,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-07-21,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-07-22,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-07-23,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-07-24,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-07-25,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-07-26,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-07-27,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-07-28,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-07-29,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-07-30,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
1,1,1,2016-07-31,error,error,error,error,error,error,error,error,0,0,0,0,error,error,error,error,error,error,error,error,0,0,0,0,0
