codesample_id,standard_id,date,conductivity,total_dissolved_solids_tds,total_suspended_solids_tss,turbidity,hardness,temperature_,colour,salinity,alkalinity_as_caco3,dissolved_oxygen_do,alkalinity_total,alkalinitycarbonate,alkalinitybicarbonate,ph,chloride_cl,free_chlorine,fluoride_f,sulphate_so4,sulphite_h2s,free_cyanide_fcn,total_cyanide_cn_tot,wad_cyanide_cn_wad,ammonium_nh4,ammonia_nnh3,nitrate_no3,nitrite_no2,phosphate_po4,total_nitrogen,aluminium_al,antimony_sb,arsenic_as,barium_ba,boron_b,calcium_ca,cadmium_cd,chromium_cr,chromium_hexavalent_cr6+,cobalt_co,copper_cu,iron_fe,lead_pb,magnesium_mg,manganese_mn,mercury_hg,nickel_ni,selenium_se,silver_ag,sodium_na,zinc_zn,aluminium_tal,arsenic_tas,cadmium_tcd,chromium_hexavalent_tcr6+,chromium_tcr,cobalt_tco,copper_tcu,iron_tfe,lead_tpb,selenium_tse,mercury_thg,nickel_tni,zinc_tzn,bod,cod,oil_and_grease,phenols,surfactant_mbas,benzene_hexa_chloride_bhc,endrin,dichloro_diphenyl_trichloroethane_ddt,fecal_coliform,e_coli,total_coliform_bacteria_
5,3,2011-05-01,140,98,1,-,-,28.2,-,0,-,5.43,-,-,-,7.48,1.6,-,0.13,2,0.02,0.005,0.005,0.005,0.02,-,0.024,0.002,0.065,-,0.111,-,0.0005,-,-,-,0.0001,0.001,0.01,0.001,0.005,0.2,0.001,-,0.007,0.00002,0.001,-,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,5,0.001,0.01,-,-,-,-,780,4840
5,3,2011-06-01,137,96,27,-,-,28.4,-,0,-,5.27,-,-,-,7.53,1.3,-,0.11,3,0.02,0.005,0.005,0.005,0.02,-,0.005,0.004,0.106,-,0.554,-,0.0005,-,-,-,0.0001,0.001,0.01,0.001,0.005,0.23,0.001,-,0.005,0.00002,0.001,-,0.001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,5,0.001,0.01,-,-,-,-,4840,4840
5,3,2011-07-04,138,97,4,-,-,27,-,0,-,4.25,-,-,-,7.49,1.5,-,0.16,3,0.02,0.005,0.005,0.005,0.02,-,0.01,0.001,0.053,-,0.032,-,0.0005,-,-,-,0.0001,-,0.01,0.001,0.005,0.13,0.001,-,0.013,0.00002,0.001,-,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,5,0.001,0.01,-,-,-,-,3100,4840
5,3,2011-08-02,142,105,1,-,-,27.2,-,0,-,4.83,-,-,-,7.88,1.8,-,0.14,3,0.02,0.005,0.005,0.005,0.02,-,0.008,0.001,0.051,-,0.034,-,0.0005,-,-,-,0.0001,-,0.01,0.001,0.005,0.1,0.001,-,0.005,0.00002,0.001,-,0.0001,-,0.009,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,5,0.001,0.01,-,-,-,-,4840,4840
5,3,2011-09-03,146,102,1,-,-,26.5,-,0,-,5.91,-,-,-,7.41,1.4,-,0.14,3,0.02,0.005,0.005,0.005,0.02,-,0.01,0.001,0.121,-,0.117,-,0.0005,-,-,-,0.0001,-,0.01,0.001,0.005,0.19,0.001,-,0.005,0.00002,0.001,-,0.0001,-,0.006,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,5,0.001,0.01,-,-,-,-,4840,4840
5,3,2011-10-04,119,84,5,-,-,24.1,-,0,-,6.87,-,-,-,7.59,8.9,-,0.19,7,0.02,0.005,0.005,0.005,0.02,-,0.005,0.002,0.031,-,0.113,-,0.0005,-,-,-,0.0001,-,0.01,0.001,0.005,0.2,0.001,-,0.005,0.00005,0.001,-,0.0001,-,0.007,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,5,0.001,0.01,-,-,-,-,980,4840
5,3,2011-11-01,115,80,1,-,-,25.6,-,-,-,5.89,-,-,-,8.25,6.6,-,0.14,3,0.02,0.005,0.005,0.005,0.02,-,0.019,0.001,0.068,-,0.071,-,0.0005,-,-,-,0.0001,-,0.01,0.001,0.005,0.16,0.001,-,0.005,0.00005,0.001,-,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,5,0.001,0.01,-,-,-,-,2400,4840
5,3,2011-12-01,117,82,25,-,-,27.8,-,-,-,6.36,-,-,-,7.85,1.8,-,0.13,3,0.02,0.005,0.005,0.005,0.02,-,0.042,0.002,0.04,-,0.232,-,0.0005,-,-,-,0.0001,-,0.01,0.001,0.005,0.16,0.001,-,0.005,0.00005,0.001,-,0.0001,-,0.007,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,5,0.001,0.01,-,-,-,-,300,4840
5,3,2012-01-02,129,90,8,-,-,25.5,-,-,-,6.5,43,-,-,7.84,0.8,-,0.13,3,0.02,0.005,0.005,0.005,0.02,-,0.005,0.001,0.066,-,0.168,0.0005,0.0005,-,-,-,0.0001,-,0.01,0.001,0.005,0.19,0.001,-,0.012,0.00005,0.001,-,0.0001,6.95,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,14,5,0.001,0.01,-,-,-,-,560,4840
5,3,2012-02-01,133.6,87,2,-,-,25.3,-,-,-,-,60,-,-,8.18,-,-,-,2,-,0.005,-,0.005,-,-,-,-,-,-,-,0.001,0.001,-,-,-,-,-,-,-,0.005,-,-,-,-,0.0001,-,-,-,-,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,3,2012-03-02,125.3,84,45,-,-,26.4,-,-,-,-,49,-,-,7.75,-,-,-,2,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.001,-,-,-,-,-,-,-,0.005,-,-,-,-,0.00005,-,-,-,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,3,2012-04-02,144.7,100,1,-,-,28,-,-,-,6.7,64,-,-,7.37,-,-,-,2,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0005,-,-,-,-,-,-,-,0.005,-,-,-,-,0.00005,-,-,-,-,0.006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,260,4840
5,3,2012-05-01,130.7,94,3,-,-,27.3,-,-,-,7.13,56,-,-,7.49,-,-,-,2,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0005,-,-,-,-,-,-,-,0.005,-,-,-,-,0.00005,-,-,-,-,0.009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,3,2012-06-02,165,116,4,-,-,27,-,-,-,6.87,63,-,-,7.75,2.8,-,0.14,3,0.02,0.005,0.005,0.005,0.02,-,0.005,0.001,0.048,-,0.045,-,0.001,-,-,-,0.0001,-,0.01,0.001,0.005,0.27,0.001,-,0.011,0.00005,-,0.0005,0.001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,5,0.001,0.01,-,-,-,-,4840,4840
5,3,2012-07-02,146,102,1,-,-,26.5,-,-,-,6.39,63,-,-,7.46,-,-,-,3,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0005,-,-,-,-,-,-,-,0.005,-,-,-,-,0.00005,-,-,-,-,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,3,2012-08-01,163.6,105,2,-,-,24.8,-,-,-,5.39,64,-,-,7.68,-,-,-,2,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0008,-,-,-,-,-,-,-,0.005,-,-,-,-,0.00005,-,-,-,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,3,2012-09-03,155.6,105,2,-,-,24.1,-,-,-,6.01,56,-,-,6.86,-,-,-,8,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0005,-,-,-,-,-,-,-,0.005,-,-,-,-,0.00005,-,-,-,-,0.014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,3,2012-10-03,NF,NF,NF,-,-,NF,-,-,-,NF,NF,-,-,NF,-,-,-,NF,-,-,NF,NF,-,-,-,-,-,-,-,NF,NF,-,-,-,-,-,-,-,NF,-,-,-,-,NF,-,-,-,-,NF,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,3,2012-11-01,138.6,87,6,-,-,26.4,-,-,-,6.37,41,-,-,7.13,-,-,-,22,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.001,-,-,-,-,-,-,-,0.005,-,-,-,-,0.00005,-,-,-,-,0.019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,3,2012-12-03,115,75,2,-,-,20.8,-,-,-,7.42,46,-,-,7.44,1.1,-,0.13,2,0.02,0.005,0.005,0.005,-,0.04,0.005,0.001,0.072,-,0.19,0.0005,0.001,-,-,-,0.0001,-,0.01,0.001,0.005,0.15,0.001,-,0.005,0.00005,-,-,0.001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,15,5,0.001,0.01,-,-,-,-,1640,4840
5,3,2013-01-11,116,81,4,-,-,21.7,-,-,-,7.5,52,-,-,6.94,2.1,-,-,-,-,0.005,0.005,-,-,-,-,-,-,-,-,0.0005,0.001,-,-,-,-,-,-,-,0.005,-,-,-,-,0.00005,-,-,-,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,3,2013-02-11,122,85,1,-,-,25.5,-,-,-,7.13,56,-,-,6.59,0.8,-,-,-,-,0.005,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0005,-,-,-,-,-,-,-,0.005,-,-,-,-,0.00005,-,-,-,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,3,2013-03-05,110,77,1,-,-,26.1,-,-,-,6.31,54,-,-,7.43,-,-,-,2,-,0.005,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0005,-,-,-,-,-,-,-,0.005,-,-,-,-,0.00005,-,-,-,-,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,3,2013-04-04,116,81,8,-,-,27.8,-,-,-,6.45,62,-,-,7.62,-,-,-,4,-,0.005,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0005,-,-,-,-,-,-,-,0.005,-,-,-,-,0.00005,-,-,-,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,3,2013-05-02,131,92,1,-,-,25.6,-,-,-,6.59,58,-,-,7.43,-,-,-,3,-,0.005,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0005,-,-,-,-,-,-,-,0.005,-,-,-,-,0.00005,-,-,-,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,3,2013-06-04,128,90,3,-,-,25.9,-,-,-,7.24,59,-,-,7.98,0.9,-,0.12,3,0.02,0.005,0.005,0.005,0.04,-,0.008,0.001,0.134,-,0.086,0.0005,0.0005,-,-,-,0.0001,-,0.01,0.001,0.005,0.18,0.001,-,0.006,0.00005,-,-,0.0001,-,0.008,-,-,-,-,-,-,-,-,-,-,-,-,-,2,11,5,0.001,0.01,-,-,-,-,2400,4840
5,3,2013-07-03,125,88,4,-,-,24.6,-,-,-,7.39,57,-,-,7.61,-,-,-,2,0.02,0.005,0.005,0.005,-,0.02,0.01,0.001,-,-,-,0.0005,0.0005,-,-,-,0.0001,-,-,0.001,0.005,0.19,0.001,-,0.01,0.00005,-,0.0005,0.0001,-,0.014,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,-,-,-,-,-,-,-,-,-
5,3,2013-08-02,123,86,1,-,-,24.4,-,-,-,7.1,59,-,-,7.32,-,-,-,2,0.02,0.005,0.005,0.005,-,0.13,0.045,0.001,-,-,-,0.0005,0.0005,-,-,-,0.0001,-,-,0.001,0.005,0.33,0.001,-,0.028,0.00005,-,0.0007,0.0001,-,0.023,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,-,-,-,-,-,-,-,-,-
5,3,2013-09-05,118,80,2,-,-,23.3,-,-,-,7.2,60,-,-,7.1,5,-,0.1,5,0.002,0.01,0.01,0.01,-,0.1,0.01,0.01,0.01,-,0.1,-,0.001,-,-,-,0.001,-,0.02,0.1,0.01,0.5,0.01,-,0.05,0.0005,-,0.001,0.02,-,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,3,0.003,0.1,-,-,-,276,-,2420
5,3,2013-10-02,114,78,1,-,-,24.1,-,-,-,7.15,55,-,-,7.3,5,-,0.1,5,0.002,0.01,0.01,0.01,-,0.1,0.02,0.01,0.18,-,0.8,-,0.001,-,-,-,0.001,-,0.02,0.1,0.01,0.8,0.01,-,0.05,0.0005,-,0.001,0.02,-,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.003,0.1,-,-,-,1600,-,1600
5,3,2013-11-12,116,79,1,-,-,24.1,-,-,-,7.45,96,-,-,7.1,5,-,0.1,5,0.002,0.01,0.01,0.01,-,0.1,0.05,0.01,0.02,-,0.2,-,0.001,-,-,-,0.001,-,0.02,0.1,0.01,0.4,0.01,-,0.05,0.0005,-,0.001,0.02,-,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.011,0.1,-,-,-,921,-,2420
5,3,2013-12-05,120,81,5,-,-,23.8,-,-,-,7.14,65,-,-,7.1,5,-,0.3,5,0.002,0.01,0.01,0.01,-,0.1,0.01,0.01,0.04,-,0.4,-,0.001,-,-,-,0.001,-,0.02,0.1,0.01,0.3,0.01,-,0.05,0.0005,-,0.001,0.02,-,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.003,0.1,-,-,-,225,-,2420
5,3,2014-01-07,109,78,2,-,-,23.6,-,-,-,6.63,70,-,-,7.3,5,-,0.1,5,0.002,0.01,0.01,0.01,-,0.1,0.01,0.01,0.07,-,0.1,-,0.001,-,-,-,0.001,-,0.02,0.1,0.01,0.2,0.01,-,0.05,0.0005,-,0.001,0.02,-,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.002,0.1,-,-,-,727,-,2420
5,3,2014-02-05,128,87,3,-,-,24.7,-,-,-,6.66,77,-,-,7.3,5,-,0.2,5,0.002,0.01,0.01,0.01,-,0.1,0.01,0.01,0.02,-,0.1,-,0.001,-,-,-,0.001,-,0.02,0.1,0.01,0.3,0.01,-,0.05,0.0005,-,0.001,0.02,-,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.1,-,-,-,308,-,2420
5,3,2014-03-11,132,90,7,-,-,24.9,-,-,-,6.6,66,-,-,7.5,5,-,0.1,5,0.002,0.01,0.01,0.01,-,0.1,0.16,0.01,0.08,-,0.1,-,0.001,-,-,-,0.001,-,0.02,0.1,0.01,0.2,0.01,-,0.05,0.0005,-,0.001,0.02,-,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.14,-,-,-,2420,-,2420
5,3,2014-04-02,220,143,40,-,-,25.3,-,-,-,6.55,55,-,-,8,5,-,0.2,5,0.002,0.01,0.01,0.01,-,0.1,0.05,0.01,0.02,-,0.5,-,0.001,-,-,-,0.001,-,0.02,0.1,0.01,0.2,0.01,-,0.06,0.0005,-,0.001,0.02,-,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.002,0.1,-,-,-,387,-,2420
5,3,2014-05-06,122,83,4,-,-,24.8,-,-,-,6.37,67,-,-,7.2,5,-,0.1,5,0.002,0.01,0.01,0.01,-,0.1,0.06,0.01,0.1,-,0.1,-,0.001,-,-,-,0.001,-,0.02,0.1,0.01,0.1,0.01,-,0.05,0.0005,-,0.001,0.02,-,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.002,0.13,-,-,-,150,-,2419
5,3,2014-06-04,134,91,16,-,-,25.5,-,-,-,7.02,67,-,-,7.3,5,-,0.2,5,0.002,0.01,0.01,0.01,-,0.1,0.06,0.01,0.02,-,0.3,-,0.001,-,-,-,0.001,-,0.02,0.1,0.01,0.2,0.01,-,0.05,0.0005,-,0.001,0.02,-,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.014,0.1,-,-,-,114,-,2419
5,3,2014-07-01,152,103,7,-,-,24.8,-,-,-,7.06,77,-,-,7.2,5,-,0.1,6,0.002,0.01,0.01,0.01,-,0.1,0.02,0.01,0.05,-,0.2,-,0.001,-,-,-,0.001,-,0.02,0.1,0.01,0.1,0.01,-,0.05,0.0005,-,0.001,0.02,-,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.1,-,-,-,866,-,2420
5,3,2014-08-05,137,93,1,-,-,25.3,-,-,-,7.04,71,-,-,6.7,5,-,0.1,5,0.002,0.01,0.01,0.01,-,0.1,0.324,0.01,0.01,-,2.8,-,0.001,-,-,-,0.001,-,0.02,0.1,0.01,0.1,0.01,-,0.05,0.0005,-,0.001,0.02,-,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.1,-,-,-,330,-,1600
5,3,2014-09-02,NF,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,3,2014-10-01,NF,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,3,2014-11-04,142,82,3,-,-,25.3,-,-,-,7.81,54,-,-,7,5,-,0.2,13,0.002,0.01,0.01,0.01,-,0.1,0.01,0.01,0.01,-,0.1,-,0.001,-,-,-,0.001,-,0.02,0.1,0.01,0.1,0.01,-,0.05,0.0005,-,0.001,0.02,-,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.1,-,-,-,280,-,280
5,3,2014-12-03,165,115,38,-,-,25,-,-,-,7.29,53,-,-,7.63,3.4,-,0.17,5,0.01,0.005,0.005,0.005,-,0.02,0.005,0.001,0.028,-,0.254,-,0.0005,-,-,-,0.0001,-,0.005,0.001,0.005,0.13,0.005,-,0.005,0.00005,-,0.0005,0.0037,-,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,-,-,-,204,-,4840
5,3,2015-01-06,128,90,23,-,-,24.7,-,-,-,7.23,49,-,-,7.37,2.6,-,0.11,3,0.01,0.005,0.005,0.005,-,0.02,0.084,0.001,0.06,-,1.2,-,0.0005,-,-,-,0.0002,-,0.005,0.001,0.005,0.53,0.005,-,0.005,0.00005,-,0.0009,0.001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,-,-,-,480,-,4840
5,3,2015-02-03,136,96,3,-,-,24.7,-,-,-,7.87,64,-,-,7.52,3.5,-,0.11,2,0.01,0.005,0.005,0.005,-,0.05,0.041,0.001,0.031,-,0.67,-,0.0005,-,-,-,0.0001,-,0.005,0.001,0.005,0.54,0.004,-,0.032,0.00005,-,0.0014,0.0052,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,-,-,-,1300,-,4840
5,3,2015-03-03,137,96,14,-,-,24.6,-,-,-,7.31,66,-,-,7.32,1.7,-,0.1,2,0.01,0.005,0.005,0.005,-,0.02,0.066,0.001,0.018,-,0.296,-,0.0005,-,-,-,0.0002,-,0.005,0.001,0.005,0.24,0.004,-,0.012,0.00005,-,0.0017,0.0037,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,-,-,-,720,-,4840
5,3,2015-04-05,161,113,29,-,-,25,-,-,-,7.2,67,-,-,7.39,1.7,-,0.12,4,0.01,0.005,0.005,0.005,-,0.02,0.044,0.001,0.022,-,0.42,-,0.005,-,-,-,0.001,-,0.005,0.01,0.01,0.02,0.005,-,0.05,0.00005,-,0.005,0.01,-,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,-,-,-,-,980,4840
5,3,2015-05-05,135,94,24,-,-,25.2,-,-,-,7.21,67,-,-,7.71,2.3,-,0.1,6,0.01,0.005,0.005,0.005,-,0.02,0.017,0.001,0.052,-,0.185,-,0.0005,-,-,-,0.0001,-,0.005,0.001,0.005,0.2,0.004,-,0.005,0.00005,-,0.0005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,-,-,-,780,-,4840
5,3,2015-06-05,135,94,3,-,-,25.6,-,-,-,7.31,68,-,-,7.2,1.7,-,0.18,5,0.01,0.005,0.005,0.005,-,0.02,0.028,0.001,0.087,-,0.074,-,0.0005,-,-,-,0.0001,-,0.005,0.001,0.005,0.08,0.001,-,0.006,0.00005,-,0.0005,0.0001,-,0.007,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,-,-,-,400,-,4840
5,3,2015-07-02,138,97,5,-,-,26.4,-,-,-,7.06,65,-,-,7.43,2.4,-,0.16,5,0.01,0.005,0.005,0.005,-,0.02,0.053,0.001,0.035,-,0.064,-,0.002,-,-,-,0.0001,-,0.005,0.001,0.005,0.02,0.001,-,0.026,0.00005,-,0.0005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,1,0.001,0.01,-,-,-,4840,-,4840
5,3,2015-08-04,NF,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
