user_id,point_id,date,conductivity,tds,tss,turbidity,hardness,color,odor,taste,ph,chloride,fluoride,residual_chlorine,sulphate,sulphite,free_cyanide,total_cyanide,wad_cyanide,ammonia_nh4,ammonia_nnh3,nitrate_no3,nitrate_no2,phosphate_po4,aluminium_al,arsenic_as,barium_ba,cadmium_cd,chromium_cr,chromium_hexavalent,cobalt_co,copper_cu,iron_fe,lead_pb,manganese_mn,mercury_hg,nickel_ni,selenium_se,silver_ag,zinc_zn,fecal_coliform,c_coli,total_coliform_bacteria,permanganate_number_as_kmno4,surfactant,benzene,total_pesticides_as_organo_chlorine_pesticides
1,1,2014-10-02, - , 540 , 2 , - , 460 , - , - , - , 7.60 , 8.0 , 0.30 , - , 416 , - , - , 0.010 , - , - , 0.10 , 0.01 , 0.020 , - , 0.10 , 0.002 , - , 0.0010 , 0.02 , - , - , 0.010 , 0.100 , - , 0.050 , - , - , 0.002 , - , 0.050 , - , 1 , 1 , - , - , - , - 
1,1,2014-11-07, - , 510 , 3 , - , 292 , - , - , - , 6.80 , 14.0 , 0.50 , - , 366 , - , - , 0.010 , - , - , 3.00 , 4.70 , 0.010 , - , 0.20 , 0.001 , - , 0.0010 , 0.02 , - , - , 0.160 , 0.100 , - , 0.890 , - , - , 0.013 , - , 0.060 , - , 1 , 1 , - , - , - , - 
1,1,2014-12-04, - , 834 , 2 , - , 531 , - , - , - , 7.60 , 3.0 , 0.26 , - , 440 , - , - , 0.005 , - , - , 0.02 , 0.95 , 0.002 , - , 0.07 , 0.001 , - , 0.0001 , 0.00 , - , - , 0.016 , 0.050 , - , 0.053 , - , - , 0.012 , - , 0.035 , - , 1 , 20 , - , - , - , - 
1,1,2015-01-07, - , 405 , - , 3.4 , 123 , 6 , Odourless , Tasteless , 7.15 , 5.3 , 0.22 , - , 122 , - , - , 0.018 , - , - , - , 2.32 , 0.162 , - , - , 0.002 , - , 0.0001 , - , 0.005 , - , - , 0.040 , 0.003 , 0.005 , 0.00005 , - , 0.012 , - , 0.014 , - , 1 , 110 , 2 , - , 0.001 , 0.00001 
1,1,2015-02-02, - , 844 , - , 1.4 , 673 , 5 , Odourless , Tasteless , 8.24 , 2.2 , 0.13 , - , 528 , - , - , 0.005 , - , - , - , 0.92 , 0.001 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.002 , 0.005 , 0.00005 , - , 0.005 , - , 0.006 , - , 1 ," 2,420 ", 1 , - , 0.001 , 0.00001 
1,1,2015-03-05, - , 586 , - , 0.7 , 500 , 5 , Odourless , Tasteless , 7.92 , 4.4 , 0.02 , - , 251 , - , - , 0.005 , - , - , - , 0.28 , 0.001 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.002 , 0.005 , 0.00005 , - , 0.004 , - , 0.006 , - , 1 , 1 , 1 , - , 0.001 , 0.00001 
1,1,2015-04-07, - , 860 , - , 2.0 , 629 , 5 , Odourless , Tasteless , 7.81 , 3.4 , 0.18 , - , 392 , - , - , 0.005 , - , - , - , 0.26 , 0.006 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.005 , 0.050 , 0.00005 , - , 0.007 , - , 0.010 , - , 1 , 55 , 1 , - , 0.001 , 0.00001 
1,1,2015-05-02, - , 788 , - , 0.8 , 26 , 5 , Odourless , Tasteless , 7.89 , 5.8 , 0.02 , - , 386 , - , - , 0.050 , - , - , - , 0.04 , 0.001 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.001 , 0.005 , 0.00005 , - , 0.001 , - , 0.005 , - , 1 , 200 , 1 , 0.001 , 0.001 , 0.00028 
1,1,2015-06-07, - , 704 , - , 1.1 , 160 , 5 , Odourless , Tasteless , 7.97 , 3.2 , 0.48 , - , 481 , - , - , 0.005 , - , - , - , 0.17 , 0.001 , - , - , 0.002 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.001 , 0.005 , 0.00005 , - , 0.001 , - , 0.005 , - , 2 , 20 , 1 , 0.010 , 0.001 , 0.00001 
1,1,2015-07-08, - , 804 , - , 1.1 , 40 , 5 , Odourless , Tasteless , 7.96 , 3.2 , 0.19 , - , 456 , - , - , 0.005 , - , - , - , 0.10 , 0.001 , - , - , 0.002 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.001 , 0.005 , 0.00005 , - , 0.001 , - , 0.005 , - , 1 , 1 , 1 , 0.010 , 0.001 , 0.00028 
1,1,2015-08-04, - , 776 , - , 2.2 , 429 , 5 , Odourless , Tasteless , 8.08 , 13.7 , 0.45 , - , 423 , - , - , 0.021 , - , - , - , 3.17 , 0.002 , - , - , 0.005 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.001 , 0.007 , 0.00005 , - , 0.028 , - , 0.005 , - , 1 ," 2,420 ", 1 , 0.010 , 0.001 , 0.00001 
1,1,2015-09-03, - , 862 , - , 3.5 , 448 , 5 , Odourless , Tasteless , 7.98 , 13.9 , 0.39 , - , 454 , - , - , 0.021 , - , - , - , 1.62 , 0.005 , - , - , 0.005 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.001 , 0.005 , 0.00005 , - , 0.022 , - , 0.005 , - , 1 , 140 , 1 , 0.010 , 0.001 , 0.00001 
1,1,2015-10-07, - , 512 , - , 5.3 , - , 5 , Odourless , Tasteless , 7.95 , 3.8 , 0.20 , - , 309 , - , - , 0.005 , - , - , - , 0.02 , 0.001 , - , - , 0.002 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.001 , 0.005 , 0.00005 , - , 0.001 , - , 0.005 , - , 1 , 1 , 2 , 0.010 , 0.001 , 0.00001 
1,1,2015-11-04, - , 212 , - , 8.3 , 112 , 5 , Odourless , Tasteless , 8.19 , 3.6 , 0.12 , - , 27 , - , - , 0.005 , - , - , - , 0.10 , 0.001 , - , - , 0.002 , - , 0.0001 , - , 0.005 , - , - , 0.130 , 0.001 , 0.009 , 0.00005 , - , 0.001 , - , 0.005 , - , 1 , 1 , 1 , 0.010 , 0.001 , 0.00001 
1,1,2015-12-02, - , 251 , 1 , - , 112 , - , - , - , 8.07 , 3.5 , 0.14 , - , 75 , - , - , 0.005 , - , - , 0.02 , 0.01 , 0.001 , - , 0.02 , 0.001 , - , 0.0002 , - , 0.001 , - , 0.005 , 0.110 , - , 0.005 , - , - , 0.001 , - , 0.005 , - , 1 , 1 , - , - , - , - 
1,1,2016-01-08, - , 400 , - , 1.0 , 270 , 5 , Odourless , Tasteless , 7.70 , 4.6 , 0.13 , - , 149 , - , - , 0.005 , - , - , - , 0.26 , 0.001 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.002 , 0.005 , 0.00005 , - , 0.001 , - , 0.012 , - , 1 , 1 , 1 , 0.010 , 0.001 , 0.00001 
1,1,2016-02-01, - , 423 , - , 2.5 , 278 , 5 , odourless , tasteless , 8.07 , 3.8 , 0.13 , - , 170 , - , - , 0.005 , - , - , - , 0.16 , 0.001 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.002 , 0.005 , 0.00005 , - , 0.002 , - , 0.006 , - , 1 , 1 , 7 , 0.010 , 0.001 , 0.00001 
1,1,2016-03-03, - , 658 , - , 0.7 , 417 , 5 , odourless , tasteless , 7.85 , 3.7 , 0.14 , - , 353 , - , - , 0.005 , - , - , - , 0.13 , 0.001 , - , - , 0.002 , - , 0.0002 , - , 0.005 , - , - , 0.020 , 0.007 , 0.005 , 0.00005 , - , 0.001 , - , 0.005 , - , 1 , 1 , 6 , 0.010 , 0.001 , 0.00001 
1,1,2016-04-11, - , 644 , - , 0.5 , 398 , 5 , odourless , tasteless , 7.96 , 4.0 , 0.15 , - , 326 , - , - , 0.005 , - , - , - , 0.12 , 0.001 , - , - , 0.001 , - , 0.0010 , - , 0.005 , - , - , 0.020 , 0.002 , 0.005 , 0.00005 , - , 0.002 , - , 0.005 , - , 1 , 1 , 1 , 0.010 , 0.001 , 0.00001 
1,1,2016-05-04, - , 443 , - , 0.7 , 584 , 5 , Odourless , Tasteless , 7.96 , 4.0 , 0.15 , - , 297 , - , - , 0.005 , - , - , - , 0.06 , 0.001 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.012 , 0.005 , 0.00005 , - , 0.001 , - , 0.006 , - , 1 , 1 , 1 , 0.010 , 0.001 , 0.00001 
1,1,2016-06-03, - , 688 , - , 1.0 , 538 , 5 , Odourless , Tasteless , 8.15 , 3.2 , 0.15 , - , 359 , - , - , 0.005 , - , - , - , 0.09 , 0.001 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.001 , 0.005 , 0.00005 , - , 0.001 , - , 0.007 , - , 1 , 1 , 1 , 0.010 , 0.001 , 0.00001 
1,1,2016-07-08, - , 411 , - , 0.8 , 335 , 5 , Odourless , Tasteless , 7.74 , 4.0 , 0.20 , - , 170 , - , - , 0.005 , - , - , - , 0.25 , 0.001 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.006 , 0.005 , 0.00005 , - , 0.002 , - , 0.007 , - , 1 , 130 , 1 , 0.010 , 0.001 , 0.00001 
1,1,2016-08-03, - , 880 , - , 0.5 , 366 , 5 , Odourless , Tasteless , 8.02 , 0.9 , 0.11 , - , 453 , - , - , 0.005 , - , - , - , 0.14 , 0.001 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.011 , 0.005 , 0.00005 , - , 0.002 , - , 0.005 , - , 1 , 1 , 1 , 0.010 , 0.001 , 0.00001 
1,1,2016-09-01, - , 998 , - , 0.8 , 638 , 5 , Odourless , Tasteless , 8.02 , 2.9 , 0.16 , - , 326 , - , - , 0.005 , - , - , - , 0.05 , 0.001 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.008 , 0.005 , 0.00005 , - , 0.001 , - , 0.008 , - , 1 , 1 , 1 , 0.010 , 0.001 , 0.00001 
1,1,2016-10-02, - , 846 , - , 0.5 , 835 , 5 , Odourless , Tasteless , 8.05 , 3.8 , 0.15 , - , 519 , - , - , 0.005 , - , - , - , 0.13 , 0.001 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.010 , 0.005 , 0.00005 , - , 0.001 , - , 0.008 , - , 1 , 59 , 6 , 0.010 , 0.001 , 0.00001 
1,1,2016-11-02, - , 950 , - , 0.7 , 733 , 5 , Odourless , Tasteless , 8.06 , 3.5 , 0.15 , - , 629 , - , - , 0.005 , - , - , - , 0.12 , 0.001 , - , - , 0.002 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.011 , 0.016 , 0.00005 , - , 0.001 , - , 0.005 , - , 1 , 78 , 1 , 0.010 , 0.001 , 0.00001 
1,1,2016-12-01, - ," 1,200 ", - , 0.5 , 750 , 5 , Odourless , Tasteless , 8.19 , 112.0 , 0.09 , - , 520 , - , - , 0.005 , - , - , - , 0.39 , 0.001 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.010 , 0.005 , 0.00005 , - , 0.001 , - , 0.005 , - , 1 , 110 , 2 , 0.010 , 0.001 , 0.00001 
1,1,2017-01-04, - ," 1,900 ", - , 0.5 , 648 , 5 , Odourless , Tasteless , 7.89 , 549.0 , 0.37 , - , 396 , - , - , 0.005 , - , - , - , 0.90 , 0.001 , - , - , 0.007 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.001 , 0.005 , 0.00005 , - , 0.001 , - , 0.006 , - , 1 , 112 , 1 , 0.010 , 0.001 , 0.00001 
1,1,2017-02-03, - ," 1,510 ", - , 1.3 , 676 , 5 , Odourless , Tasteless , 7.78 , 449.0 , 0.25 , - , 446 , - , - , 0.005 , - , - , - , 1.46 , 0.003 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.001 , 0.005 , 0.00005 , - , 0.001 , - , 0.007 , - , 2 , 276 , 1 , 0.010 , 0.001 , 0.00001 
1,1,2017-03-04, - ," 1,640 ", - , 2.1 , 367 , 5 , Odourless , Tasteless , 7.91 , 486.0 , 0.39 , - , 346 , - , - , 0.005 , - , - , - , 0.83 , 0.001 , - , - , 0.001 , - , 0.0004 , - , 0.005 , - , - , 0.020 , 0.001 , 0.005 , 0.00005 , - , 0.001 , - , 0.008 , - , 1 ," 1,990 ", 1 , 0.010 , 0.001 , 0.00001 
1,1,2017-04-06, - ," 2,960 ", - , 0.6 , 459 , 5 , Slightly , Tasteless , 7.81 ," 1,150.0 ", 0.80 , - , 271 , - , - , 0.005 , - , - , - , 0.46 , 0.001 , - , - , 0.025 , - , 0.0003 , - , 0.005 , - , - , 0.020 , 0.001 , 0.005 , 0.00005 , - , 0.001 , - , 0.010 , - , 1 , 1 , 1 , 0.010 , 0.001 , 0.00001 
1,1,2017-05-08, - , 578 , - , 2.9 , 214 , 5 , Odourless , Tasteless , 7.59 , 69.2 , 0.31 , - , 272 , - , - , 0.035 , - , - , - , 2.18 , 1.400 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.040 , 0.001 , 0.013 , 0.00005 , - , 0.055 , - , 0.015 , - , 1 , 5 , 4 , 0.010 , 0.001 , 0.00001 
1,1,2017-06-09, - , 446 , - , 2.5 , 162 , 5 , Odourless , Tasteless , 7.46 , 48.3 , 0.20 , - , 162 , - , - , 0.007 , - , - , - , 0.92 , 0.019 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.080 , 0.001 , 0.005 , 0.00005 , - , 0.019 , - , 0.014 , - , 1 , 1 , 1 , 0.010 , 0.001 , 0.00001 
1,1,2017-07-06, - , 518 , - , 13.1 , 187 , 5 , Odourless , Tasteless , 7.72 , 27.2 , 0.28 , - , 218 , - , - , 0.030 , - , - , - , 3.83 , 0.008 , - , - , 0.001 , - , 0.0002 , - , 0.005 , - , - , 0.320 , 0.001 , 0.005 , 0.00005 , - , 0.050 , - , 0.016 , - , 1 , 8 , 1 , 0.010 , 0.001 , 0.00001 
1,1,2017-08-03, - , 542 , - , 33.9 , 247 , 5 , Odourless , Tasteless , 7.66 , 48.6 , 0.13 , - , 157 , - , - , 0.028 , - , - , - , 3.26 , 0.001 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.030 , 0.001 , 0.014 , 0.00003 , - , 0.061 , - , 0.009 , - , 1 , 105 , 1 , 0.010 , 0.001 , 0.00001 
1,1,2017-09-10, - , 506 , - , 2.1 , 305 , 5 , Odourless , Tasteless , 7.85 , 30.2 , 0.32 , - , 296 , - , - , 0.012 , - , - , - , 1.74 , 0.001 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.001 , 0.005 , 0.00002 , - , 0.036 , - , 0.006 , - , 1 , 1 , 1 , 0.010 , 0.001 , 0.00001 
1,1,2017-10-01, - , 672 , - , 1.9 , 316 , 5 , Odourless , Tasteless , 7.90 , 31.6 , 0.31 , - , 271 , - , - , 0.009 , - , - , - , 0.89 , 0.002 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.001 , 0.005 , 0.00005 , - , 0.027 , - , 0.007 , - , 1 , 9 , 1 , 0.010 , 0.001 , 0.00001 
1,1,2017-11-09, - , 462 , - , 0.8 , 269 , 5 , Odourless , Tasteless , 7.45 , 19.9 , 0.28 , - , 122 , - , - , 0.005 , - , - , - , 0.14 , 0.001 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.002 , 0.005 , 0.00005 , - , 0.010 , - , 0.007 , - , 2 , 517 , 1 , 0.010 , 0.001 , 0.00001 
1,1,2017-12-08, - , 424 , - , 1.7 , 221 , 5 , Odourless , Tasteless , 7.54 , 12.2 , 0.19 , - , 245 , - , - , 0.005 , - , - , - , 0.08 , 0.001 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.001 , 0.005 , 0.00005 , - , 0.001 , - , 0.025 , - , 1 , 44 , 1 , 0.010 , 0.001 , 0.00001 
1,1,2018-01-10, - , 450 , - , 0.8 , 283 , 5 , Odourless , Tasteless , 7.40 , 7.9 , 0.24 , - , 127 , - , - , 0.005 , - , - , - , 0.16 , 0.001 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.001 , 0.005 , 0.00005 , - , 0.001 , - , 0.018 , - , 2 , 727 , 1 , 0.010 , 0.001 , 0.00001 
1,1,2018-02-08, - , 469 , - , 0.8 , 274 , 16 , Odourless , Tasteless , 7.47 , 33.9 , 0.29 , - , 305 , - , - , 0.005 , - , - , - , 0.14 , 0.001 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.001 , 0.005 , 0.00001 , - , 0.001 , - , 0.017 , - , 1 , 579 , 6 , 0.010 , 0.001 , 0.00001 
1,1,2018-03-07, - , 458 , - , 7.9 , 297 , 5 , Odourless , Tasteless , 7.00 , 7.9 , 0.40 , - , 298 , - , - , 0.011 , - , - , - , 0.93 , 0.001 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.140 , 0.005 , 0.011 , 0.00005 , - , 0.021 , - , 0.042 , - , 3 , 387 , 1 , 0.010 , 0.001 , 0.00001 
1,1,2018-04-12, - , 890 , - , 0.9 , 290 , 7 , Odourless , Tasteless , 7.42 , 34.1 , 0.46 , - , 343 , - , - , 0.049 , - , - , - , 5.08 , 0.206 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.001 , 0.012 , 0.00005 , - , 0.023 , - , 0.027 , - , 1 , 236 , 1 , 0.010 , 0.001 , 0.00001 
1,1,2018-05-13, - , 301 , - , 3.2 , 133 , 5 , Odourless , Tasteless , 7.59 , 4.0 , 0.25 , - , 141 , - , - , 0.005 , - , - , - , 0.69 , 0.001 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.140 , 0.001 , 0.006 , 0.00005 , - , 0.007 , - , 0.015 , - , 2 , 225 , 1 , 0.010 , 0.001 , 0.00001 
1,1,2018-06-06, - , 520 , - , 0.5 , 284 , 5 , Odourless , Tasteless , 7.82 , 12.0 , 0.31 , - , 299 , - , - , 0.005 , - , - , - , 1.09 , 0.001 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.001 , 0.005 , 0.00005 , - , 0.014 , - , 0.017 , - , 1 , 185 , 1 , 0.010 , 0.001 , 0.00001 
1,1,2018-07-09, - , 598 , - , 2.4 , 303 , 5 , Odourless , Tasteless , 7.58 , 15.1 , 0.30 , - , 228 , - , - , 0.005 , - , - , - , 0.40 , 0.001 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.001 , 0.005 , 0.00005 , - , 0.010 , - , 0.019 , - , 1 ," 1,300 ", 1 , 0.010 , 0.001 , 0.00001 
1,1,2018-08-07, - ," 1,010 ", - , 1.1 , 269 , 6 , Odourless , Tasteless , 7.87 , 31.0 , 0.39 , - , 436 , - , - , 0.005 , - , - , - , 0.35 , 0.001 , - , - , 0.001 , - , 0.0003 , - , 0.005 , - , - , 0.020 , 0.001 , 0.005 , 0.00005 , - , 0.008 , - , 0.014 , - , 1 , 225 , 1 , 0.010 , 0.001 , 0.00001 
1,1,2018-09-08, - ," 1,070 ", - , 3.0 , 408 , 7 , Odourless , Tasteless , 7.52 , 290.0 , 0.27 , - , 244 , - , - , 0.005 , - , - , - , 0.20 , 0.004 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.001 , 0.005 , 0.00005 , - , 0.006 , - , 0.017 , - , 1 ," 1,410 ", 1 , 0.010 , 0.001 , 0.00001 
1,1,2018-10-09, - , 694 , - , 1.8 , 441 , 5 , Odourless , Tasteless , 7.29 , 24.9 , 0.37 , - , 388 , - , - , 0.005 , - , - , - , 0.94 , 0.001 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.007 , 0.005 , 0.00005 , - , 0.005 , - , 0.010 , - , 1 , 35 , 1 , 0.010 , 0.001 , 0.00001 
1,1,2018-11-19, - , 514 , - , 1.7 , 272 , 9 , Odourless , Tasteless , 7.32 , 45.3 , 0.23 , - , 167 , - , - , 0.005 , - , - , - , 0.90 , 0.002 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.001 , 0.005 , 0.00005 , - , 0.003 , - , 0.014 , - , 1 ," 2,420 ", 1 , 0.010 , 0.001 , 0.00001 
1,1,2018-12-12, - , 688 , - , 11.1 , 385 , 7 , Odourless , Tasteless , 7.46 , 73.9 , 0.34 , - , 305 , - , - , 0.005 , - , - , - , 0.83 , 0.004 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.020 , 0.001 , 0.005 , 0.00005 , - , 0.001 , - , 0.008 , - , 1 , 1 , 1 , 0.010 , 0.001 , 0.00001 
1,1,2019-01-11, - , 560 , - , 4.0 , 262 , 9 , Odourless , Tasteless , 7.46 , 59.7 , 0.29 , - , 216 , - , - , 0.005 , - , - , - , 1.86 , 0.007 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.100 , 0.002 , 0.006 , 0.00005 , - , 0.009 , - , 0.015 , - , 1 , 276 , 1 , 0.010 , 0.001 , 0.00001 
1,1,2019-02-11, - , 384 , - , 10.3 , 204 , 12 , Odourless , Tasteless , 7.24 , 12.3 , 0.23 , - , 87 , - , - , 0.005 , - , - , - , 2.17 , 0.037 , - , - , 0.001 , - , 0.0001 , - , 0.005 , - , - , 0.300 , 0.001 , 0.006 , 0.00005 , - , 0.012 , - , 0.017 , - , 4 , 727 , 1 , 0.010 , 0.001 , 0.00001 
1,1,2019-03-11, - ," 1,040 ", - , 1.6 , 674 , 6 , Odourless , Tasteless , 6.47 , 36.2 , 0.32 , - , 675 , - , - , 0.084 , - , - , - , 2.98 , 4.900 , - , - , 0.001 , - , 0.0007 , - , 0.005 , - , - , 0.070 , 0.002 , 0.590 , 0.00005 , - , 0.080 , - , 0.077 , - , 1 , 387 , 1 , 0.010 , 0.001 , 0.00001 
