user_id,point_id,standard_id,date,conductivity,totaldissolvedsolids_tds,totalsuspendedsolids_tss,turbidity,hardness,alkalinity_ascaco3,alkalinitycarbonate,alkalinitybicarbonate,temperature,salinity,dissolvedoxygen_do,ph,alkalinitytotal,chloride_cl,fluoride_f,sulphate_so4,sulphite_h2s,freechlorine_cl2,freecyanide_fcn,totalcyanide_cntot,wadcyanide_cnwad,ammonia_nh4,ammonium_n_nh3,nitrate_no3,nitrite_no2,phosphate_po4,totalphosphate_ppo4,aluminium_al,antimony_sb,arsenic_as,barium_ba,cadmium_cd,calcium_ca,chromium_cr,chromiumhexavalent_cr6,cobalt_co,copper_cu,iron_fe,lead_pb,magnesium_mg,manganese_mn,mercury_hg,nickel_ni,selenium_se,silver_ag,sodium_na,tin_sn,zinc_zn,aluminium_tal,arsenic_tas,cadmium_tcd,chromiumhexavalent_tcr6,chromium_tcr,cobalt_tco,copper_tco,lead_tpb,selenium_tse,mercury_thg,nickel_tni,zinc_tzn,bod,cod,oilandgrease,totalphenols,surfactant_mbas,totalpcb,aox,pcdfs,pcdds,fecalcoliform,ecoli,totalcoliformbacteria
1,5,3,2013-04-04,436,284,14,-,-,-,-,-,27.9,-,6.85,6.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0005,-,0.0009,-,0.001,-,-,0.078,-,0.001,-,-,0.00005,0.025,-,-,-,-,0.132,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-
1,5,3,2012-05-02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2012-06-04,-,248,73,-,-,-,-,-,-,-,-,7.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0021,-,0.0001,-,0.001,-,-,0.005,-,0.001,-,-,0.00005,0.001,-,-,-,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2012-07-03,-,202,43,-,-,-,-,-,-,-,-,8.55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0019,-,0.0001,-,0.001,-,-,0.005,-,0.001,-,-,0.00005,0.001,-,-,-,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2012-08-03,-,-,-,-,61,-,-,-,-,-,-,8.14,-,-,-,34,-,-,-,-,-,-,-,-,-,-,-,0.005,-,-,-,-,15.5,-,-,-,0.005,0.04,-,5.32,0.005,-,-,-,-,-,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2012-09-05,-,-,-,-,98,-,-,-,-,-,-,8.5,-,-,-,50,-,-,-,-,-,-,-,-,-,-,-,0.013,-,-,-,-,31,-,-,-,0.005,0.02,-,5.08,0.014,-,-,-,-,-,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2012-10-04,-,-,-,-,63,-,-,-,-,-,-,8.52,-,-,-,25,-,-,-,-,-,-,-,-,-,-,-,0.015,-,-,-,-,22.4,-,-,-,0.005,0.02,-,1.79,0.016,-,-,-,-,-,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2012-11-02,-,-,-,-,211,-,-,-,-,-,-,8.31,-,-,-,164,-,-,-,-,-,-,-,-,-,-,-,0.072,-,-,-,-,64.5,-,-,-,0.005,0.06,-,12.2,0.052,-,-,-,-,-,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2012-12-05,-,-,9,-,-,-,-,-,-,-,-,7.01,-,-,-,-,-,-,0.005,-,-,-,-,-,-,-,-,-,-,0.001,-,0.0009,-,0.001,-,-,0.06,-,0.001,-,-,0.00005,0.022,-,-,-,-,0.091,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2013-01-11,537,349,22,-,-,-,-,-,24.3,-,6.58,6.82,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.001,-,0.0006,-,0.001,-,-,0.014,-,0.001,-,-,0.00006,0.017,-,-,-,-,0.047,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2013-02-11,472,307,1,-,-,-,-,-,29.2,-,6.37,7.69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0005,-,0.0004,-,0.001,-,-,0.011,-,0.003,-,-,0.00007,0.012,-,-,-,-,0.044,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2013-03-05,528,343,6,-,-,-,-,-,29,-,6.22,5.81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0006,-,0.0006,-,0.001,-,-,0.065,-,0.001,-,-,0.0001,0.02,-,-,-,-,0.083,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2013-04-04,664,396,14,-,-,-,-,-,29.8,-,5.63,6.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0005,-,0.0009,-,0.001,-,-,0.078,-,0.001,-,-,0.00005,0.025,-,-,-,-,0.132,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-
1,5,3,2013-05-02,530,344,1,-,-,-,-,-,30.2,-,6.38,6.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0006,-,0.0001,-,0.001,-,-,0.006,-,0.001,-,-,0.00005,0.003,-,-,-,-,0.011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2013-06-04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2013-07-03,756,491,16,-,-,-,-,-,27,-,6.4,7.77,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0007,-,0.0003,-,0.001,-,-,0.005,-,0.001,-,-,0.00008,0.005,-,-,-,-,0.012,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2013-08-02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2013-09-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2013-10-02,502,299,20,-,-,-,-,-,27.9,-,6.15,7.4,63,-,-,143,-,-,0.005,0.01,0.01,-,-,-,-,-,-,-,-,0.01,-,0.02,-,0.02,-,-,0.01,-,0.05,-,-,0.0005,0.03,-,-,-,-,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2013-11-12,804,413,4,-,-,-,-,-,26.9,-,7.01,7.8,76,-,-,239,-,-,0.005,0.01,0.01,-,-,-,-,-,-,-,-,0.01,-,0.02,-,0.02,-,-,0.01,-,0.05,-,-,0.0005,0.03,-,-,-,-,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2013-12-04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2014-01-07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2014-02-02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2014-03-11,664,350,4,-,-,-,-,-,30.1,-,6.52,7.8,59,-,-,146,-,-,0.005,0.01,0.01,-,-,-,-,-,-,-,-,0.01,-,0.02,-,0.02,-,-,0.01,-,0.05,-,-,0.0005,0.03,-,-,-,-,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2014-04-02,611,296,8,-,-,-,-,-,29.5,-,6.12,6.9,5,-,-,26,-,-,0.005,0.01,0.01,-,-,-,-,-,-,-,-,0.01,-,0.02,-,0.02,-,-,0.01,-,0.05,-,-,0.0005,0.03,-,-,-,-,0.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2014-05-06,820,360,8,-,-,-,-,-,28.9,-,7.03,7.4,58,-,-,229,-,-,"0,005","0,01","0,01",-,-,-,-,-,-,-,-,0.06,-,0.02,-,0.02,-,-,0.01,-,0.05,-,-,0.0005,0.03,-,-,-,-,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2014-06-04,671,360,5,-,-,-,-,-,29.7,-,6.2,7.8,44,-,-,180,-,-,0.005,0.01,0.01,-,-,-,-,-,-,-,-,0.12,-,0.02,-,0.02,-,-,0.01,-,0.05,-,-,0.0005,0.03,-,-,-,-,0.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2014-07-01,835,651,7,-,-,-,-,-,28.7,-,6.87,8.1,52,-,-,281,-,-,0.005,0.01,0.01,-,-,-,-,-,-,-,-,-,-,0.02,-,0.02,-,-,0.01,-,0.05,-,-,0.0005,0.03,-,-,-,-,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2014-08-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2014-09-02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2014-10-01,771,600,5,-,-,-,-,-,25.7,-,6.56,7.8,-,-,-,277,-,-,0.005,0.01,0.01,-,-,-,-,-,-,-,-,0.01,-,0.02,-,0.02,-,-,0.01,-,0.05,-,-,0.0005,0.03,-,-,-,-,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2014-11-04,920,510,1,-,-,-,-,-,29.6,-,7.13,7.1,-,-,-,350,-,-,0.005,0.01,0.01,-,-,-,-,-,-,-,-,0.01,-,0.02,-,0.02,-,-,0.01,-,0.05,-,-,0.0005,0.03,-,-,-,-,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2014-12-03,812,468,1,-,-,-,-,-,27.6,-,6.74,7.32,26,-,-,246,-,-,0.005,0.037,0.005,-,-,-,-,-,-,-,-,0.0005,-,0.0002,-,0.001,-,-,0.005,-,0.002,-,-,0.00005,0.004,-,-,-,-,0.016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2015-01-06,742,510,161,-,-,-,-,-,26.2,-,8.01,6.92,16,-,-,221,-,-,0.005,0.008,0.005,-,-,-,-,-,-,-,-,0.002,-,0.0002,-,0.001,-,-,0.005,-,0.002,-,-,0.00005,0.004,-,-,-,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2015-02-03,749,490,24,-,-,-,-,-,29.1,-,6.93,6.5,3,-,-,184,-,-,0.005,0.007,0.005,-,-,-,-,-,-,-,-,0.001,-,0.0005,-,0.001,-,-,0.005,-,0.002,-,-,0.00005,0.01,-,-,-,-,0.025,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2015-03-02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2015-04-02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2015-05-02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2015-06-02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2015-07-04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2015-08-04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2015-09-02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2015-10-02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2015-11-02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2015-12-02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2016-01-02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2016-02-02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2016-03-02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2016-04-05,769,461,11,-,-,-,-,-,32.1,-,7.19,8.26,39,-,-,186,-,-,0.005,0.005,0.005,-,-,-,-,-,-,-,-,0.0005,-,0.0006,-,0.001,-,-,0.005,-,0.009,-,-,0.00005,0.004,-,-,-,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2017-08-25,-,482,6,-,329,-,1,8,-,-,-,6.92,8,21.9,-,269,-,-,0.005,0.005,0.005,-,-,-,-,0.08,-,-,-,0.0005,-,0.0004,78.9,0.001,-,-,0.005,-,0.001,31.9,-,0.00002,0.009,-,-,-,-,0.008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2018-09-05,-,716,1,-,374,-,1,1,-,-,-,4.18,1,12.1,-,460,-,-,0.005,0.005,0.005,-,-,-,-,0.012,-,-,-,0.0005,-,0.0009,85.7,0.001,-,-,0.114,-,0.001,38.9,-,0.00005,0.042,-,-,-,-,0.139,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2018-10-27,1040,780,1,0,359,-,2,1,29.9,0.5,6.84,5.87,1,11.3,-,438,-,-,0.005,0.005,0.005,-,-,-,-,0.091,-,-,-,0.0005,-,0.0002,97.8,0.001,-,-,0.01,-,0.001,28,-,0.00005,0.01,-,-,-,-,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2018-11-27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2018-12-27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2019-01-27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2019-02-25,-,854,12,19.2,485,-,1,15,28.6,0.4,7.02,6.87,15,8.1,-,508,-,-,0.005,0.005,0.005,-,-,-,-,-,-,-,-,0.0005,-,0.0014,112,0.001,-,-,0.104,-,0.003,49.6,-,0.00005,0.041,-,-,-,-,0.135,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2019-03-04,1360,926,12,16.5,584,-,1,1,29.3,0.6,7.19,4.49,1,29.3,-,499,-,-,0.005,0.005,0.005,-,-,-,-,-,-,-,-,0.0005,-,0.0016,128,0.001,-,-,0.124,-,0.001,64.1,-,0.00005,0.051,-,-,-,-,0.158,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2019-04-27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2019-05-27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2019-06-12,1020,928,14,150,503,-,1,6,31.5,0.5,6.42,5.84,6,6.9,-,503,-,-,0.005,0.005,0.005,-,-,-,-,0.075,-,-,-,0.0015,-,0.0014,115,0.001,-,-,0.061,-,0.001,52.4,-,0.00005,0.044,-,-,-,-,0.146,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2019-07-03,1080,670,6,22.1,481,-,1,1,28.9,0.5,7.77,4.98,1,8.4,-,344,-,-,0.005,0.005,0.005,-,-,-,-,0.363,-,-,-,0.0009,-,0.0015,111,0.001,-,-,0.06,-,0.001,49.5,-,0.00005,0.045,-,-,-,-,0.166,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2019-08-05,1020,742,5,6.5,464,-,1,3,27.7,0.5,6.59,5.78,3,6.7,-,536,-,-,0.005,0.005,0.005,-,-,-,-,0.052,-,-,-,0.0016,-,0.0012,0.05,0.001,-,-,0.029,-,0.001,46.1,-,0.00007,0.037,-,-,-,-,0.098,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,3,2019-09-04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
